996459	01437276	2	110	UNK	LIF		A
998533	01440160	3	UNK	UNK	LIF		A
998695	01440389	1	UNK	UNK	LIF		Q
999603	01441613	2	085	BB	LIF		Q
999750	01441808	3	100	D	LIF		A
1002142	01445372	3	100	UNK	DTE	2035-11-15 00:00:00.0000000	A
1006258	01451106	N	085	UNK	LIF		A
1008164	01453771	2	UNK	UNK	LIF		A
1008425	01454161	1	UNK	UNK	LIF		A
1008938	01454867	3	UNK	UNK	LIF		A
1010635	01457205	3	UNK	UNK	LIF		A
1011367	01458224	2	UNK	UNK	DTE	2026-05-14 00:00:00.0000000	A
1012328	01459557	3	UNK	UNK	LIF		Q
1013588	01461269	2	UNK	UNK	LIF		A
1014213	01462116	3	100	UNK	LIF		A
1015084	01463297	2	090	UNK	LIF		A
1015309	01463595	2	UNK	UNK	DTE	2037-09-02 00:00:00.0000000	A
1016685	01465430	1	085	UNK	DTE	2018-04-26 00:00:00.0000000	A
1018161	01467384	C	UNK	UNK	LIF		M
1018430	01467777	2	UNK	UNK	LIF		A
1018789	01468239	3	085	UNK	DTE	2016-04-20 00:00:00.0000000	A
1019399	01469083	3	UNK	UNK	LIF		A
1021033	01471372	2	105	UNK	LIF		A
1021939	01472648	N	095	E	LIF		A
1022211	01473033	3	130	EE	LIF		A
1022252	01473087	N	075	UNK	LIF		A
1022350	01473241	2	UNK	UNK	LIF		Q
1022622	01473593	3	UNK	UNK	LIF		Q
1023621	01474979	3	UNK	UNK	LIF		A
1024046	01475579	N	120	UNK	LIF		A
1024278	01475915	2	070	UNK	LIF		A
1025423	01477540	3	UNK	UNK	LIF		A
1025782	01478054	3	UNK	UNK	LIF		A
1025899	01478222	3	100	UNK	LIF		Q
1026037	01478415	2	090	UNK	LIF		A
1026047	01478427	2	110	UNK	LIF		A
1026697	01479390	N	105	UNK	LIF		A
1026724	01479429	3	UNK	UNK	DTE	2039-07-31 00:00:00.0000000	A
1027561	01480589	3	UNK	UNK	LIF		A
1027657	01480720	2	UNK	UNK	LIF		A
1027899	01481036	3	090	UNK	LIF		A
1028097	01481312	2	115	UNK	LIF		Q
1028098	01481314	2	095	UNK	LIF		A
1028674	01482170	3	UNK	UNK	LIF		A
1028960	01482536	3	UNK	UNK	LIF		A
1029150	01482801	1	080	UNK	LIF		A
1029313	01483033	2	UNK	UNK	LIF		A
1029896	01483855	3	110	UNK	LIF		Q
1030119	01484179	1	090	UNK	LIF		Q
1030198	01484280	3	110	UNK	LIF		A
1030268	01484377	2	105	BB	LIF		A
1031125	01485634	3	110	UNK	LIF		A
1031373	01485966	1	135	UNK	LIF		Q
1031585	01486260	3	120	UNK	LIF		A
1033481	01488884	2	UNK	UNK	LIF		Q
1034246	01489937	3	UNK	UNK	LIF		A
1034402	01490141	2	UNK	UNK	LIF		Q
1035485	01491592	3	085	UNK	LIF		Q
1037296	01494097	1	UNK	UNK	LIF		A
1037819	01494808	3	110	EE	LIF		A
1037852	01494854	2	095	UNK	LIF		A
1039386	01496963	2	110	UNK	LIF		A
1039542	01497189	N	100	UNK	LIF		A
1039604	01497271	2	080	UNK	LIF		A
1039686	01497372	3	UNK	UNK	LIF		A
1039944	01497732	2	UNK	UNK	LIF		A
1040584	01498607	1	090	B	LIF		A
1041068	01499282	3	100	UNK	LIF		A
1041082	01499302	1	090	UNK	LIF		Q
1041926	01884796	3	UNK	UNK	LIF		A
1042706	01885941	2	UNK	UNK	LIF		A
1042732	01885980	2	UNK	UNK	LIF		A
1043111	01886535	3	110	UNK	LIF		Q
1043341	01886886	2	085	D	LIF		Q
1043393	01886957	3	UNK	UNK	LIF		Q
1044306	01888313	3	UNK	UNK	LIF		Q
1044895	01889188	3	105	UNK	LIF		A
1044973	01889316	N	105	UNK	LIF		A
1045403	01889940	3	105	D	LIF		Q
1045955	01890761	2	110	UNK	LIF		A
1046101	01890981	2	130	UNK	LIF		A
