11002605	21558076	3330	VAL	16832254
10913096	21471122	12077	VAL	16588020
10906076	21464276	187204	VAL	15721313
10992275	21548022	286009	VAL	16373090
10158498	20727140	312255	VAL	16423370
10912917	21470947	337674	VAL	16669903
10508668	21072437	379209	VAL	16692568
10856797	21416358	390863	VAL	16793941
8547519	19035462	442284	DEC	15722175
10926641	21484298	457490	VAL	15638488
9597022	20175600	468866	IMM	16394321
9865809	20439401	472648	OOS	16485620
10922869	21480623	496025	VAL	16784253
11000095	21555640	506666	VAL	16654872
8565774	19059492	509552	OOS	15740430
10967720	21524250	510457	VAL	16685667
8558058	19049348	523180	OOS	15638620
10999558	21555110	525739	VAL	16728045
8891576	19468491	528500	DEC	16066232
9433681	20015330	538409	OOC	16332168
10494057	21058218	539537	REL	16688270
10992474	21548219	545717	VAL	16829641
10426961	20992121	549221	VAL	16667789
10385590	20951809	553166	VAL	16592764
9143358	19730431	557326	INC	16232210
10910315	21468405	557471	VAL	16808192
10633577	21198817	558246	VAL	16427233
10935202	21492676	567005	VAL	16725635
10752558	21314823	568933	OOS	16767060
10979886	21536006	570867	VAL	16423580
10982655	21538701	574570	REL	16826815
10527237	21090744	575976	VAL	16677243
10904795	21463036	578131	VAL	16799862
11002579	21558052	579449	VAL	16541534
10572593	21135085	585128	IMM	16711537
8564307	19057564	591025	OOS	15738963
10960397	21517132	594641	VAL	16754780
10914758	21472727	598760	VAL	16589848
10037816	20608322	602341	INC	16520422
10947112	21504216	604358	VAL	16537320
9021622	19610970	611631	OOS	16185981
10992232	21547980	614235	VAL	16785435
10769773	21331638	614385	UNK	16771974
10934147	21491642	620613	VAL	16814996
10877905	21436885	621144	VAL	16554992
10229123	20796327	629387	INC	16606698
10864978	21424314	630171	VAL	16566336
10903516	21461796	636145	VAL	16762437
10994882	21550560	640218	VAL	16312902
10370069	20936688	642452	VAL	16592648
10987361	21543249	645874	VAL	16377151
10983069	21539104	647830	VAL	16779289
10957508	21514314	648613	VAL	16710714
10930635	21488210	649858	VAL	16507823
9967846	20539796	654194	INC	16518441
10898159	21456596	658233	VAL	16589007
10958115	21514906	658581	VAL	16617540
10282862	20851255	660060	INC	16512595
9551859	20131341	661634	INC	16376089
10952518	21509464	662357	VAL	16756278
10658185	21222780	663593	VAL	16732598
10974470	21530771	665688	VAL	15742497
10854538	21414157	670244	VAL	16793317
10869395	21428597	671309	VAL	16751710
9396160	19978439	675895	VAL	16273598
10967454	21523997	678891	VAL	16622629
9205554	19791560	682224	OOS	16254488
10961768	21518473	691191	VAL	16808104
10919168	21477023	691655	VAL	16532455
8567926	19062315	692451	DEC	15742582
10969416	21525882	692831	VAL	16824098
10830208	21390492	693322	VAL	16394891
10969379	21525845	694810	VAL	16606918
9550612	20130112	699334	INC	16375536
10946303	21503427	700960	VAL	16302549
10924562	21482278	710203	VAL	16790965
10887869	21446581	711533	VAL	16561094
10886947	21445671	715828	VAL	16214994
10883234	21442071	717250	VAL	16616263
10397241	20963332	717363	ABS	16659540
11003358	21558810	717389	VAL	16443336
10997931	21553526	719189	VAL	16762344
10921951	21479724	719907	VAL	16811146
10924557	21482273	721720	VAL	16297738
10436700	21001609	722511	OOS	16670543
10921957	21479730	725655	VAL	15749707
10987842	21543706	725695	VAL	16384561
10889388	21448061	727695	VAL	16802687
