,COUNTY_NAME,COUNTY_CODE,OFFENSE_TYPE_ID,OFFENSE_NAME,INCIDENT_COUNT
501,['CAMP'],[32],4,Sexual Assault With An Object,1
502,['CHAMBERS'],[36],4,Sexual Assault With An Object,1
503,"['DENTON', ' COLLIN']","[61, 43]",4,Sexual Assault With An Object,1
504,['COLLIN'],[43],4,Sexual Assault With An Object,1
505,"['DENTON', ' COLLIN']","[61, 43]",4,Sexual Assault With An Object,4
506,['COOKE'],[49],4,Sexual Assault With An Object,1
507,"['KAUFMAN', ' DALLAS']","[129, 57]",4,Sexual Assault With An Object,2
508,"['COLLIN', ' DALLAS']","[43, 57]",4,Sexual Assault With An Object,2
509,['DENTON'],[61],4,Sexual Assault With An Object,1
510,"['DALLAS', ' DENTON']","[57, 61]",4,Sexual Assault With An Object,3
511,['DENTON'],[61],4,Sexual Assault With An Object,1
512,['FORT BEND'],[79],4,Sexual Assault With An Object,2
513,['GRAYSON'],[91],4,Sexual Assault With An Object,1
514,"['RUSK', ' GREGG']","[201, 92]",4,Sexual Assault With An Object,1
515,['HARRIS'],[101],4,Sexual Assault With An Object,2
516,"['CALDWELL', ' HAYS']","[28, 105]",4,Sexual Assault With An Object,1
517,['HILL'],[109],4,Sexual Assault With An Object,1
518,['HOPKINS'],[112],4,Sexual Assault With An Object,1
519,['KAUFMAN'],[129],4,Sexual Assault With An Object,2
520,['LIMESTONE'],[147],4,Sexual Assault With An Object,1
521,['MONTGOMERY'],[170],4,Sexual Assault With An Object,1
522,['POLK'],[187],4,Sexual Assault With An Object,4
523,"['RANDALL', ' POTTER']","[191, 188]",4,Sexual Assault With An Object,9
524,['TARRANT'],[220],4,Sexual Assault With An Object,2
525,['TARRANT'],[220],4,Sexual Assault With An Object,1
526,['TARRANT'],[220],4,Sexual Assault With An Object,1
527,"['WILLIAMSON', ' TRAVIS']","[246, 227]",4,Sexual Assault With An Object,12
528,['WARD'],[238],4,Sexual Assault With An Object,1
529,['WICHITA'],[243],4,Sexual Assault With An Object,1
530,['WILBARGER'],[244],4,Sexual Assault With An Object,1
531,['WILLIAMSON'],[246],4,Sexual Assault With An Object,1
532,['WILLIAMSON'],[246],4,Sexual Assault With An Object,3
533,['WISE'],[249],4,Sexual Assault With An Object,1
534,['BELL'],[14],43,Sodomy,2
535,['BEXAR'],[15],43,Sodomy,1
536,['BURNET'],[27],43,Sodomy,1
537,['CAMERON'],[31],43,Sodomy,3
538,"['DENTON', ' COLLIN']","[61, 43]",43,Sodomy,2
539,['COLLIN'],[43],43,Sodomy,1
540,"['DENTON', ' COLLIN']","[61, 43]",43,Sodomy,8
541,"['GUADALUPE', ' COMAL']","[94, 46]",43,Sodomy,1
542,['COOKE'],[49],43,Sodomy,1
543,"['HARTLEY', ' DALLAM']","[103, 56]",43,Sodomy,1
544,['DALLAS'],[57],43,Sodomy,1
545,['DALLAS'],[57],43,Sodomy,1
546,['DALLAS'],[57],43,Sodomy,2
547,"['KAUFMAN', ' DALLAS']","[129, 57]",43,Sodomy,5
548,"['COLLIN', ' DALLAS']","[43, 57]",43,Sodomy,1
549,"['TARRANT', ' DENTON']","[220, 61]",43,Sodomy,1
550,['DUVAL'],[66],43,Sodomy,1
551,['EL PASO'],[71],43,Sodomy,2
552,"['HARRISON', ' GREGG']","[102, 92]",43,Sodomy,2
553,['HIDALGO'],[108],43,Sodomy,1
554,['HILL'],[109],43,Sodomy,1
555,['HUTCHINSON'],[117],43,Sodomy,1
556,['JEFFERSON'],[123],43,Sodomy,2
557,['MCLENNAN'],[155],43,Sodomy,2
558,['MCLENNAN'],[155],43,Sodomy,1
559,['MEDINA'],[163],43,Sodomy,1
560,['MONTGOMERY'],[170],43,Sodomy,3
561,['MONTGOMERY'],[170],43,Sodomy,2
562,['NACOGDOCHES'],[174],43,Sodomy,1
563,['NUECES'],[178],43,Sodomy,1
564,['POLK'],[187],43,Sodomy,1
565,"['RANDALL', ' POTTER']","[191, 188]",43,Sodomy,1
566,['ROCKWALL'],[199],43,Sodomy,1
567,['SAN AUGUSTINE'],[203],43,Sodomy,2
568,"['PARKER', ' DENTON', ' TARRANT']","[184, 61, 220]",43,Sodomy,1
569,['TARRANT'],[220],43,Sodomy,1
570,['TARRANT'],[220],43,Sodomy,1
571,['TOM GREEN'],[226],43,Sodomy,1
572,"['WILLIAMSON', ' TRAVIS']","[246, 227]",43,Sodomy,1
573,['TRAVIS'],[227],43,Sodomy,1
574,['WALKER'],[236],43,Sodomy,1
575,['WASHINGTON'],[239],43,Sodomy,1
576,['WEBB'],[240],43,Sodomy,1
577,['WHARTON'],[241],43,Sodomy,1
578,['WICHITA'],[243],43,Sodomy,2
579,['WILLIAMSON'],[246],43,Sodomy,2
580,['WILSON'],[247],43,Sodomy,1
581,['YOUNG'],[252],43,Sodomy,1
582,"['DENTON', ' COLLIN', ' DALLAS']","[61, 43, 57]",43,Sodomy,3
583,['BELL'],[14],61,Purchasing Prostitution,13
584,"['HARRIS', ' GALVESTON']","[101, 84]",61,Purchasing Prostitution,1
585,['HAYS'],[105],61,Purchasing Prostitution,1
586,"['PARKER', ' DENTON', ' TARRANT']","[184, 61, 220]",61,Purchasing Prostitution,19
587,['WICHITA'],[243],61,Purchasing Prostitution,1
588,"['DENTON', ' COLLIN', ' DALLAS']","[61, 43, 57]",61,Purchasing Prostitution,43
589,['BRAZOS'],[21],15,Assisting or Promoting Prostitution,1
590,['CHAMBERS'],[36],15,Assisting or Promoting Prostitution,1
591,"['HARRIS', ' FORT BEND']","[101, 79]",15,Assisting or Promoting Prostitution,2
592,['HARRIS'],[101],15,Assisting or Promoting Prostitution,4
593,['LUBBOCK'],[152],15,Assisting or Promoting Prostitution,31
594,['MCLENNAN'],[155],15,Assisting or Promoting Prostitution,10
595,['MCLENNAN'],[155],15,Assisting or Promoting Prostitution,1
596,['NUECES'],[178],15,Assisting or Promoting Prostitution,26
597,"['PARKER', ' DENTON', ' TARRANT']","[184, 61, 220]",15,Assisting or Promoting Prostitution,2
598,"['JONES', ' TAYLOR']","[127, 221]",15,Assisting or Promoting Prostitution,4
599,['WEBB'],[240],15,Assisting or Promoting Prostitution,1
600,"['DENTON', ' COLLIN', ' DALLAS']","[61, 43, 57]",15,Assisting or Promoting Prostitution,4
601,"['MONTGOMERY', ' FORT BEND', ' HARRIS']","[170, 79, 101]",15,Assisting or Promoting Prostitution,36
602,['HILL'],[109],55,Incest,1
603,['LLANO'],[150],55,Incest,1
604,['MCLENNAN'],[155],55,Incest,1
605,['NACOGDOCHES'],[174],55,Incest,1
606,"['PARKER', ' DENTON', ' TARRANT']","[184, 61, 220]",55,Incest,2
607,"['WILLIAMSON', ' TRAVIS']","[246, 227]",55,Incest,1
608,['WILBARGER'],[244],55,Incest,1
609,"['MONTGOMERY', ' FORT BEND', ' HARRIS']","[170, 79, 101]",55,Incest,1
610,['MCLENNAN'],[155],33,Peeping Tom,2
611,['TOM GREEN'],[226],33,Peeping Tom,1
